URL,Body Class
https://www.madewithnestle.ca/haagen-dazs/vanilla-almonds-bars,"Erreur : ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
https://www.madewithnestle.ca/haagen-dazs/haagen-dazs-vanilla-milk-ice-cream-bars-3-x-88ml,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/caramel-almond-crunch-bars,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/salted-caramel-bars,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/miniatures-vanilla-milk-bars,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/vanilla-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/vanilla-swiss-almond-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/chocolate-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/coffee-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/strawberry-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/pralines-cream-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/hd-en/vanilla-bean-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/chocolate-chocolate-chunk-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/dulce-de-leche-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/extraaz-caramel-cone-explosion-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/chocolate-peanut-butter-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/salted-caramel-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life-sparkling/nestle-pure-life-sparkling-water-raspberry-lime-335ml-cans-total-12,pure-life-sparkling- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life-sparkling/nestle-pure-life-sparkling-water-1l-pet-bottles-total-1,pure-life-sparkling- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life-sparkling/nestle-pure-life-sparkling-water-lemon-1l-pet-bottles-total-1,pure-life-sparkling- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life-sparkling/nestle-pure-life-sparkling-water-lime-1l-pet-bottles-total-1,pure-life-sparkling- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life-sparkling/nestle-pure-life-sparkling-water-mandarin-orange-1l-pet-bottles-total-1,pure-life-sparkling- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life-sparkling/nestle-pure-life-sparkling-water-black-cherry-1l-pet-bottles-total-1,pure-life-sparkling- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life-sparkling/nestle-pure-life-sparkling-water-lemon-lime-355ml-cans-total-12,pure-life-sparkling- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life-sparkling/nestle-pure-life-sparkling-water-mango-peach-pineapple-355ml-cans-total-12,pure-life-sparkling- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestl%C3%A9%C2%AE-pure-life%C2%AE-natural-spring-water-330-ml-pet-bottle,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestle-pure-life-natural-spring-water-330ml-pet-bottles-pack-12,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestl%C3%A9%C2%AE-pure-life%C2%AE-natural-spring-water-500-ml-pet-bottle,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestle-pure-life-natural-spring-water-500ml-pet-bottles-pack-24,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestl%C3%A9%C2%AE-pure-life%C2%AE-natural-spring-water-710-ml-pet-bottle,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestle-pure-life-natural-spring-water-710ml-pet-bottles-pack-12,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestle-pure-life-natural-spring-water-1l-pet-bottles-pack-1,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestle-pure-life-natural-spring-water-15l-pet-bottles-pack-1,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestle-pure-life-natural-spring-water-15l-pet-bottles-pack-6,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life/nestle-pure-life-natural-spring-water-4l-pet-bottles-pack-1,pure-life path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-500-ml-pet-bottles-pack-6,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-250-ml-slim-cans-pack-10,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-pink-grapefruit-250-slim-can,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-sparkling-fruit-beverage-aranciata-330-ml-cans-pack-6,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-sparkling-fruit-beverage-limonata-330ml-cans-total-6,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-1-l-pet-bottle,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-750-ml-glass-bottle,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-750-ml-glass-bottles-pack-12,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-330-ml-glass-bottles-pack-4,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-500-ml-pet-bottles-pack-24,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-lemon-1-l-pet-bottles-pack-12,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-imported-sparkling-water-500-ml-pet-bottle,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-imported-sparkling-water-750ml-glass-bottles-total-1,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-imported-sparkling-water-750ml-glass-bottles-total-12,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-imported-sparkling-water-500ml-pet-bottles-total-6,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-imported-sparkling-water-250ml-glass-bottles-total-6,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-sparkling-fruit-beverage-clementina-330-ml-cans-pack-6,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-sparkling-fruit-beverage-melograno-e-arancia-330-ml-cans-pack-6,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-sparkling-fruit-beverage-aranciata-rossa-330-ml-cans-pack-6,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-pink-grapefruit-1-l-pet-bottle,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-orange-1-l-pet-bottle,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-lime-250-ml-slim-can,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-imported-sparkling-water-1l-pet-bottles-total-1,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/san-pellegrino/san-pellegrino-sparkling-fruit-beverage-pompelmo-330-ml-cans-pack-6,san-pellegrino path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-250-ml-slim-can,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-330-ml-glass-bottle,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-500-ml-pet-bottle,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-pink-grapefruit-500-ml-pet-bottle,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-lemon-1-l-pet-bottle,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/perrier/perrier-carbonated-natural-spring-water-lime-1-l-pet-bottle,perrier- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/complimentary-brands/big-turk-share-pack,complementary-brands path-node page-node-type-dsu-product
https://www.madewithnestle.ca/complementary-brands/mirage-bar-4-pack,complementary-brands path-node page-node-type-dsu-product
https://www.madewithnestle.ca/del-monte/del-monte-peach-frozen-yogourt-bars,del-monte path-node page-node-type-dsu-product
https://www.madewithnestle.ca/del-monte/del-monte-strawberry-frozen-yogourt-bars,del-monte path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffee-crisp-treat-size,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/smarties-treat-size,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/kit-kat-treat-size,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/aero-treat-size,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/drumstick/drumstick-lil%E2%80%99-drums-chocolate,drumstick path-node page-node-type-dsu-product
https://www.madewithnestle.ca/drumstick/drumstick-lil%E2%80%99-drums-vanilla-caramel,drumstick path-node page-node-type-dsu-product
https://www.madewithnestle.ca/del-monte-peachmango-bars,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/del-monte-raspberryblackberry-bars,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/del-monte-berry-no-sugar-added-bars,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/del-monte-orange-no-sugar-added-bars,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/del-monte-mini-pops-mango-peach,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/del-monte-mini-pops-raspberry,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/del-monte-mini-pops-very-cherry,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-original,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-original-chocolate,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-original-vanilla,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-original-strawberry,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-original-chocolate-latte,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-plus-calories,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-plus-calories-chocolate,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-carb-smart,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-high-protein,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-fruit-flavoured-beverage,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-plus-calories-vanilla,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-plus-calories-strawberry,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-carb-smart-chocolate,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-diabetic-vanilla,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-carb-smart-strawberry,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-high-protein-chocolate,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-high-protein-vanilla,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-high-protein-strawberry,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-fruit-flavoured-beverage-wildberry,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-juice-fruit-flavoured-beverage-orange,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-fruit-flavoured-beverage-peach,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/prepared-canada/assorted-minis-carton-120-pack,prepared-in-canada path-node page-node-type-dsu-product
https://www.madewithnestle.ca/halloween/baby-ruth-treat-size,HTTP 503
https://www.madewithnestle.ca/halloween/crunch-treat-size,HTTP 503
https://www.madewithnestle.ca/halloween/kitkat-halloween-25ct-carton,halloween path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffee-crisp/coffee-crisp-halloween-25ct-box,coffee-crisp path-node page-node-type-dsu-product
https://www.madewithnestle.ca/aero/aero-halloween-25ct-carton,aero path-node page-node-type-dsu-product
https://www.madewithnestle.ca/prepared-canada/assorted-minis-carton-100-pack,prepared-in-canada path-node page-node-type-dsu-product
https://www.madewithnestle.ca/prepared-canada/assorted-minis-carton-50-pack,prepared-in-canada path-node page-node-type-dsu-product
https://www.madewithnestle.ca/after-eight/after-eight-skyline-tin,after-eight path-node page-node-type-dsu-product
https://www.madewithnestle.ca/nescaf%C3%A9/nescaf%C3%A9-sweet-creamy-french-vanilla,nescafÉ path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffee-mate/coffee-mate-caramel-macchiato,coffee-mate path-node page-node-type-dsu-product
https://www.madewithnestle.ca/smarties/smarties-hide-me-eggs,smarties path-node page-node-type-dsu-product
https://www.madewithnestle.ca/drumstick/drumstick-minis-vanilla-chocolatey-swirl,drumstick path-node page-node-type-dsu-product
https://www.madewithnestle.ca/ice-cream-frozen-desserts/nestle-variety-pack,confectionery-frozen-desserts path-node page-node-type-dsu-product
https://www.madewithnestle.ca/original-ffb,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/fruit-flavoured,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/parlour/parlour-mega-cookie-sandwich,parlour path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffee-mate/coffee-mate-original-powder,coffee-mate path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffee-mate/coffee-mate-original-powder-1.9-kg,coffee-mate path-node page-node-type-dsu-product
https://www.madewithnestle.ca/scaero-aero,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/scaries-smarties,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/kit-kat-halloween,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffin-crisp-coffee-crisp,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/halloween/nestle-scary-8ct-assorted-multipack,halloween path-node page-node-type-dsu-product
https://www.madewithnestle.ca/haagen-dazs/pineapple-coconut-ice-cream,"Erreur : ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
https://www.madewithnestle.ca/holiday-favourites/kit-kat-sleigh,holiday-favourites path-node page-node-type-dsu-product
https://www.madewithnestle.ca/smarties/smarties-valentines-treat-size-0,smarties path-node page-node-type-dsu-product
https://www.madewithnestle.ca/smarties-hearts,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-just-protein-227-g,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/nescaf%C3%A9/nescaf%C3%A9-sweet-creamy-mocha,nescafÉ path-node page-node-type-dsu-product
https://www.madewithnestle.ca/simply-vanilla-caramel-cones,drumstick path-node page-node-type-dsu-product
https://www.madewithnestle.ca/ice-cream-frozen-desserts/life-savers-sweet-meets-sour-pops,confectionery-frozen-desserts path-node page-node-type-dsu-product
https://www.madewithnestle.ca/ice-cream-frozen-desserts/lifesavers-pops,confectionery-frozen-desserts path-node page-node-type-dsu-product
https://www.madewithnestle.ca/parlour/parlour-strawberry-dessert,parlour path-node page-node-type-dsu-product
https://www.madewithnestle.ca/easter-chocolates-and-treats/smarties-easter-milk-chocolate-pack-30,easter-chocolates-and-treats path-node page-node-type-dsu-product
https://www.madewithnestle.ca/turtles/turtles-egg,turtles path-node page-node-type-dsu-product
https://www.madewithnestle.ca/good-host-lemonade,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/nestea/nestea-lemon-iced-tea-less-sugar,nestea path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffee-mate/coffee-mate-french-vanilla-2,coffee-mate path-node page-node-type-dsu-product
https://www.madewithnestle.ca/nescaf%C3%A9/nescaf%C3%A9-gold-cappuccino,nescafÉ path-node page-node-type-dsu-product
https://www.madewithnestle.ca/nescaf%C3%A9/nescaf%C3%A9-rich-0,nescafÉ path-node page-node-type-dsu-product
https://www.madewithnestle.ca/nescaf%C3%A9/nescaf%C3%A9-gold-vanilla-latte,nescafÉ path-node page-node-type-dsu-product
https://www.madewithnestle.ca/nestl%C3%A9%C2%AE-triple-tornado,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/mini-rolo,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/mini-crunch,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/mackintosh-toffee-0,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/carnation-hot-chocolate/carnation-rich-and-creamy-hot-chocolate,carnation-hot-chocolate path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffee-crisp/coffee-crisp-mini-wafer-bars,coffee-crisp path-node page-node-type-dsu-product
https://www.madewithnestle.ca/nescaf%C3%A9/nescaf%C3%A9-gold-dark-roast,nescafÉ path-node page-node-type-dsu-product
https://www.madewithnestle.ca/carnation-breakfast-essentials/carnation-breakfast-essentials-light-start-chocolate-dry-mix,quality-street path-frontpage page-node-type-landing-page
https://www.madewithnestle.ca/carnation-breakfast-essentials/carnation-breakfast-essentials-light-start-chocolate-prepared-250-ml,quality-street path-frontpage page-node-type-landing-page
https://www.madewithnestle.ca/boost/boost-powder-chocolate,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-powder-vanilla,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-powder,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/boost/boost-protein-shake-chocolate,boost- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/drumstick/drumstick-minis-simply-dipped-vanilla-sundae-cones-6-pack,drumstick path-node page-node-type-dsu-product
https://www.madewithnestle.ca/smarties-0,path-node page-node-type-dsu-product
https://www.madewithnestle.ca/drumstick/drumstick-oreo-135-ml,drumstick path-node page-node-type-dsu-product
https://www.madewithnestle.ca/nestea/nestea-original-lemon-iced-tea,nestea path-node page-node-type-dsu-product
https://www.madewithnestle.ca/pure-life-sparkling/nestle-pure-life-sparkling-water-cranberry-raspberry-355-ml-cans-pack-8,pure-life-sparkling- path-node page-node-type-dsu-product
https://www.madewithnestle.ca/turtles/turtles-assorted-holiday-gift-chocolates,turtles path-node page-node-type-dsu-product
https://www.madewithnestle.ca/quality-street/quality-street-bag,quality-street path-node page-node-type-dsu-product
https://www.madewithnestle.ca/holiday-favourites/kit-kat-christmas-log-cabin-kit,holiday-favourites path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffee-crisp/coffee-crisp-easter-hide-me-chocolate-eggs,coffee-crisp path-node page-node-type-dsu-product
https://www.madewithnestle.ca/easter-chocolates-and-treats/kit-kat-easter-hide-me-chocolate-eggs,easter-chocolates-and-treats path-node page-node-type-dsu-product
https://www.madewithnestle.ca/confectionery-frozen-desserts/cadbury%C2%AE-caramilk%C2%AE-frozen-dessert-bars,confectionery-frozen-desserts path-node page-node-type-dsu-product
https://www.madewithnestle.ca/delissio/delissio-stuffed-crust-deluxe,quality-street path-frontpage page-node-type-landing-page
https://www.madewithnestle.ca/delissio/delissio-stuffed-crust-3-meat-pizza,quality-street path-frontpage page-node-type-landing-page
https://www.madewithnestle.ca/haagen-dazs/extraaz-cookies-cream-crunch-ice-cream,"Erreur : ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
https://www.madewithnestle.ca/haagen-dazs/extraaz-cookie-dough-dynamo-ice-cream,häagen-dazs path-node page-node-type-dsu-product
https://www.madewithnestle.ca/confectionery-frozen-desserts/kit-kat-frozen-dessert-bars,confectionery-frozen-desserts path-node page-node-type-dsu-product
https://www.madewithnestle.ca/coffee-mate/coffee-mate-double-double-mate,coffee-mate path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/true-north-blend%C2%AE-ground,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/true-north-blend%C2%AE-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/true-north-blend%C2%AE-ground-793g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/true-north-blend%C2%AE-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/true-north-blend%C2%AE-k-cup%C2%AE-24ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/true-north-blend%C2%AE-k-cup%C2%AE,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/breakfast-blend-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/breakfast-blend-whole-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/breakfast-blend-k-cup-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/house-blend-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/decaf-house-blend-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/house-blend-whole-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/house-blend-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/decaf-house-blend-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/house-blend-instant%C2%AE-8ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/pumpkin-spice-latte-instant%C2%AE-latte-5ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/true-north-blend%C2%AE-instant%C2%AE-8ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/pike-place%C2%AE-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/pike-place%C2%AE-ground-793g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/pike-place%C2%AE-ground,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/pike-place%C2%AE-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/pike-place%C2%AE-k-cup%C2%AE24ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/pike-place%C2%AE-k-cup%C2%AE,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/pike-place%C2%AE-instant%C2%AE-8ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/colombia-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/colombia-instant%C2%AE-8ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/costa-rica-latin-american-blend-whole-255g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/kenya-african-blend-whole-255g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/caramel-flavoured-ground-311g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/caramel-naturally-flavoured-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/caramel-latte-instant%C2%AE-latte-5ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/espresso-roast-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/french-roast-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/french-roast-whole-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/french-roast-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/french-roast-k-cup%C2%AE-24ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/french-roast-k-cup%C2%AE,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/french-roast-instant%C2%AE-8ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/caff%C3%A9-verona%C2%AE-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/starbucks/caffe-verona-ground-793g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/caff%C3%A9-verona%C2%AE-ground,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/starbucks/caffe-verona-whole-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/caff%C3%A9-verona%C2%AE-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/caff%C3%A9-verona%C2%AE-k-cup%C2%AE-24ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/caff%C3%A9-verona%C2%AE-k-cup%C2%AE,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/sumatra-ground-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/sumatra-whole-340g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/sumatra-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/sumatra-k-cup%C2%AE-24ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/sumatra-k-cup%C2%AE,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/italian-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/organic-yukon-blend%C2%AE-ground-283g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/organic-french-roast-ground-283g,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/vanilla-instant%C2%AE-latte-5ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/italian-instant%C2%AE-8ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/caff%C3%A9-mocha-instant%C2%AE-latte-5ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/classic-hot-cocoa-k-cup%C2%AE-10ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/marshmallow-hot-cocoa-8ct,starbucks path-node page-node-type-dsu-product
https://www.madewithnestle.ca/sb-en/peppermint-hot-cocoa-8ct,starbucks path-node page-node-type-dsu-product
